1406.2|1396.8|1393.6|1414.9|1422.3|1543.5|1438.1|1582.2|1546.5|1578.1|1560.1|1565.3|1567.5|1528|1483.6|1420.1|1044.3|1417.2|1412.7|1444.1|1463.8|1309.6|1551.8|1521.7|1524|1555.3|1533.4|1529.4|1518.8|1482.2|1454|1409.5|0.737847|710.485|0.799334|1.66016|488.491|437.934|645.023|800.463|134.115|1028.97|724.664|1244.85|1268.17|0.260417|0.998264|583.55|0.694444|0.540726|10276|19064.6|18561.4|19118.5|7041.87|3536.18|17487|11561.5|2155.33|
1406.2|1396.8|1393.6|1414.9|1422.3|1543.5|1438.1|1582.2|1546.5|1578.1|1560.1|1565.3|1567.5|1528|1483.6|1420.1|1044.2|1417.3|1412.7|1444.1|1463.8|1309.6|1551.8|1521.7|1524|1555|1533.4|1529.5|1518.8|1482.2|1454|1409.5|0.737847|710.485|0.799334|1.66016|871.557|443.359|645.023|813.325|134.115|1028.97|720.757|1259.82|1268.17|0.260417|0.998264|583.55|0.694444|0.540726|9774.68|19064.6|18451.2|19118.5|7041.87|3508.58|17487|11534.7|2155.33|
1406.2|1396.8|1393.6|1414.9|1422.3|1543.5|1438.1|1582.2|1546.5|1578.1|1560.1|1565.3|1567.5|1528|1483.6|1420.1|1044.3|1417.3|1412.7|1444.1|1463.8|1309.6|1551.7|1521.7|1524|1555.1|1533.4|1529.5|1518.8|1482.2|1454|1409.5|0.737847|710.485|0.799334|1.66016|869.227|441.102|645.023|815.755|117.622|1028.97|714.518|1265.62|1268.17|0.260417|0.998264|583.55|0.694444|0.540726|10005.9|19064.6|18614.2|19118.5|7041.87|3553.43|17650.8|11496.6|2155.33|
1406.2|1396.8|1393.6|1414.9|1422.3|1543.5|1438.1|1582.2|1546.5|1578.1|1560.1|1565.3|1567.5|1528|1483.6|1420.1|1044.3|1417.3|1412.7|1444.1|1463.8|1309.6|1551.8|1521.7|1524|1554.8|1533.4|1529.5|1518.8|1482.2|1454|1409.5|0.737847|710.485|0.799334|1.66016|870.696|439.8|645.023|815.603|117.622|1028.97|714.247|1270.13|1268.17|0.217014|0.998264|583.55|0.694444|0.540726|10110|19064.6|18660.3|19118.5|7041.87|3495.7|17650.8|11494.5|2155.33|
1406.2|1396.8|1393.6|1414.9|1422.3|1543.5|1438.1|1582.2|1546.5|1578.1|1560.1|1565.3|1567.5|1528|1483.6|1420.1|1044.3|1417.3|1412.7|1443.9|1463.8|1309.6|1551.7|1521.7|1524|1554.8|1533.4|1529.5|1518.8|1482.2|1454|1409.5|0.799334|710.485|0.799334|1.66016|869.784|441.319|645.023|815.603|117.622|1028.97|703.939|1282.55|1268.17|0.217014|0.998264|583.55|0.694444|0.540726|10308.3|18023.5|18522.5|19118.5|7041.87|3512.62|17650.8|11507|2155.33|
1406.2|1396.8|1393.6|1414.9|1422.3|1543.5|1438.1|1582.2|1546.5|1578.1|1560.1|1565.3|1567.5|1528|1483.6|1420.1|1044.3|1417.1|1412.7|1443.9|1463.8|1309.6|1551.8|1521.7|1524|1554.7|1533.4|1529.5|1518.8|1482.2|1454|1409.5|0.799334|710.485|0.799334|1.66016|869.987|447.309|645.023|815.603|117.622|1028.97|701.877|1281.79|1268.17|0.217014|0.998264|583.55|0.651042|0.540726|10354|18229.9|18554.4|19118.5|7041.87|3533.2|17519|11501.5|2155.33|
1406.2|1396.8|1393.6|1414.9|1422.3|1543.5|1438.1|1582.2|1546.5|1578.1|1560.1|1565.3|1567.5|1528|1483.6|1420.1|1044.3|1417.1|1412.7|1443.9|1463.8|1309.6|1551.7|1521.7|1524|1554.5|1533.4|1529.4|1518.8|1482.2|1454|1409.5|0.799334|710.485|0.799334|1.66016|869.987|438.455|645.023|815.603|117.622|1028.97|700.521|1279.95|1268.17|0.217014|0.998264|583.55|0.694444|0.540726|10312|18013.4|18576|16491.1|7091.88|3518.32|17611.6|11486.9|2155.33|
1406.2|1396.8|1393.6|1414.9|1422.3|1543.5|1438.1|1582.2|1546.5|1578.1|1560.1|1565.3|1567.5|1528|1483.6|1420.1|1044.3|1417.1|1412.7|1443.9|1463.8|1309.6|1551.7|1521.7|1524|1554.6|1533|1529.4|1518.8|1481.8|1454|1409.5|0.799334|710.485|0.799334|1.66016|871.05|444.922|645.023|815.603|117.622|1028.97|690.701|1281.52|1268.17|0.217014|0.998264|583.55|0.694444|0.540726|9783.24|18124.9|18649.7|16491.1|6991.57|3520.85|17611.6|11460.9|2155.33|
1406.2|1396.8|1393.6|1414.9|1422.3|1543.5|1438.1|1582.2|1546.5|1578.1|1560.1|1565.3|1567.5|1528|1483.6|1420.1|1044.3|1417.1|1412.7|1443.9|1463.8|1309.6|1551.7|1521.7|1524|1554.6|1533|1529.4|1518.8|1481.8|1454|1409.5|0.799334|710.485|0.799334|1.66016|871.962|440.668|645.023|815.603|117.622|1028.97|698.079|1282.99|1268.17|0.217014|0.998264|583.55|0.694444|0.540726|9930.33|18124.9|18652.3|16491.1|6991.57|3534.11|17611.6|11479.7|2155.33|
1406.2|1396.8|1393.6|1414.9|1422.3|1543.5|1438.1|1582.2|1546.5|1578.1|1560.1|1565.3|1567.5|1528|1483.6|1420.1|1044.3|1417.1|1412.7|1443.9|1463.8|1309.6|1551.6|1521.7|1524|1554.6|1533|1529.4|1518.8|1481.8|1454|1409.6|0.799334|710.485|0.799334|1.66016|870.291|442.057|645.023|817.679|117.795|1028.97|698.839|1273.71|1268.17|0.217014|0.998264|583.55|0.694444|0.540726|9825.53|18198|18578.3|16491.1|6991.57|3485.1|17540.3|11458.4|2155.33|
